,genres,app_name,item_id,developer,user_id,recommend,sentiment_analysis,playtime_forever
43743,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198012189478,True,0,734.0
43744,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,TempestStar,True,1,7.0
43745,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,gangaslaya4dayz,True,2,292.0
43746,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,bombboy136,True,2,228.0
43747,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198030217102,True,2,2268.0
43748,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198031162093,True,0,1.0
43749,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198031553174,True,2,391.0
43750,"Action, Adventure",Saints Row IV,206420,Deep Silver Volition,76561198031553174,True,2,391.0
43751,"Action, RPG",Kingdoms of Amalur: Reckoning™,102500,"Big Huge Games,38 Studios",76561198031553174,True,0,391.0
43752,Action,Left 4 Dead 2,550,Valve,76561198031553174,True,2,391.0
43753,"Action, Free to Play",Team Fortress 2,440,Valve,76561198031553174,True,2,391.0
43754,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198031877091,True,0,10.0
43755,"Action, Adventure, Indie, RPG",Torchlight II,200710,Runic Games,76561198031877091,True,2,10.0
43757,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,burntmuffins,False,2,70.0
43758,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,foundationrepair,False,2,130.0
43759,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,bay4p,False,0,2461.0
43760,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,bigbootyputin,True,2,19.0
43762,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198042675136,False,0,157.0
43766,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,impulsivityy,True,2,1636.0
43767,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198044136381,True,2,143.0
43768,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,MrCalvino,True,2,594.0
43770,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Schlongbergsachs,True,1,94.0
43771,"Action, Free to Play",Team Fortress 2,440,Valve,Schlongbergsachs,True,1,94.0
43772,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,mrkerfuffle,True,2,34.0
43773,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,07846813956825,False,0,144.0
43774,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,peanutBACON,True,1,26.0
43775,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198049124217,True,1,355.0
43776,"Action, Indie, RPG, Strategy",Dungeon Defenders,65800,Trendy Entertainment,76561198049124217,True,2,355.0
43777,"Action, RPG",Mount & Blade: With Fire & Sword,48720,TaleWorlds Entertainment,76561198049124217,True,2,355.0
43778,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198049129193,True,2,83.0
43779,"Action, Free to Play",Team Fortress 2,440,Valve,76561198049129193,True,2,83.0
43780,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,cwizpeh,True,1,677.0
43783,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,FurnitureGerbil,True,2,439.0
43784,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198050816127,False,0,1711.0
43787,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198054019431,True,2,2987.0
43790,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,ManlyDongg,True,2,1274.0
43791,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Dashse,True,2,1567.0
43792,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Itz_Eft,True,2,2072.0
43793,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198058315872,True,2,815.0
43794,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198059927915,False,0,301.0
43795,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,NZTrigger,True,2,144.0
43797,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,realricky,True,1,11.0
43800,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Lonelzz,True,2,32.0
43801,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198064118853,True,2,256.0
43802,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198064983179,True,2,575.0
43803,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198065776724,True,2,182.0
43804,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198067057443,True,0,158.0
43808,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,therealwascal,True,0,17.0
43809,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,MitchThePenguin,True,2,3067.0
43810,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198071116663,True,0,216.0
43811,"Action, Simulation",SPORE™ Galactic Adventures,24720,EA - Maxis,76561198071116663,True,0,216.0
43814,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198071896910,True,2,153.0
43815,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,ShutUpAndGame,True,1,70.0
43817,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198072265305,True,1,3413.0
43818,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198073471590,True,2,275.0
43819,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,lafoeda,True,2,5.0
43821,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,jeffrey_wong123,True,0,231.0
43822,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,chapaloko666,True,1,486.0
43826,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198077789964,True,2,60.0
43827,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198078805700,True,1,1292.0
43829,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198082173150,True,2,802.0
43830,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198082295026,True,1,109.0
43831,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198082694769,True,2,98.0
43832,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Crusaders,True,2,99.0
43833,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Zeen3n,True,0,92.0
43834,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198083407638,True,1,255.0
43836,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,fishcathabb,True,1,3921.0
43837,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Abyssal_,True,2,234.0
43838,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198085548260,False,1,4790.0
43840,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198090932287,True,2,5.0
43841,"Action, Free to Play",Team Fortress 2,440,Valve,76561198090932287,True,1,5.0
43842,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,sniperwolfez,True,2,1176.0
43843,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,54546545,True,1,177.0
43844,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198092020961,True,2,795.0
43845,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198095682416,True,1,46.0
43846,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Bazzui,True,2,894.0
43847,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,Bazzui,True,2,894.0
43849,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Riverishot,True,2,1.0
43852,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,uterus_executerus,True,2,1362.0
43853,"Action, Indie",Ace of Spades: Battle Builder,224540,Jagex Limited,uterus_executerus,True,2,1362.0
43854,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,NecroticFlix,True,2,115.0
43855,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,cyapoenjd,True,1,17.0
43856,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198121601044,True,0,193.0
43857,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198128220819,True,2,61.0
43858,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",76561198128220819,True,2,61.0
43859,Action,Left 4 Dead 2,550,Valve,76561198128220819,True,2,61.0
43862,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,76561198137941512,True,0,1519.0
43863,"Action, Adventure, Casual, Indie",Tiny Brains,253690,Spearhead Games,76561198091932812,True,2,5.0
43864,"Action, Free to Play",Team Fortress 2,440,Valve,76561198091932812,True,2,5.0
43865,"Indie, RPG, Strategy",NEO Scavenger,248860,Blue Bottle Games,76561198044043409,True,0,4.0
43866,"Indie, RPG, Strategy",NEO Scavenger,248860,Blue Bottle Games,76561198038526499,True,2,32.0
43867,RPG,FINAL FANTASY VIII,39150,Square Enix,Leonzell,True,2,185.0
43868,RPG,FINAL FANTASY VIII,39150,Square Enix,76561198085838339,True,2,645.0
43869,"Action, Adventure, Indie",SteamWorld Dig,252410,Image &amp; Form,76561198079945816,True,2,85.0
43870,"Casual, Free to Play, RPG",Marvel Puzzle Quest,234330,Demiurge Studios,76561198014177534,False,2,749.0
43873,"Casual, Free to Play, RPG",Marvel Puzzle Quest,234330,Demiurge Studios,antongarciabitw,True,2,2001.0
43874,"Action, Adventure",Saints Row IV,206420,Deep Silver Volition,antongarciabitw,True,2,2001.0
43875,Action,Left 4 Dead 2,550,Valve,antongarciabitw,True,1,2001.0
43876,"Adventure, Casual, Indie",Draw a Stickman: EPIC,248650,Hitcents,ghostninj7a,True,2,171.0
43877,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",ghostninj7a,True,2,171.0
43878,"Action, Free to Play",Team Fortress 2,440,Valve,ghostninj7a,True,1,171.0
43883,"Action, Adventure, Free to Play, Indie",Half-Life: Before,261980,Andrii Vintsevych,76561198079579272,False,2,3.0
43884,Action,BioShock Infinite,8870,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",76561198079579272,True,1,3.0
43885,Action,Hitman: Absolution™,203140,"Io-Interactive A/S,Feral Interactive (Mac)",76561198079579272,True,2,3.0
43886,"Action, Adventure, Free to Play, Indie",Half-Life: Before,261980,Andrii Vintsevych,Rogue_Security,False,0,797.0
43887,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,Rogue_Security,True,2,797.0
43888,Action,Half-Life 2,220,Valve,Rogue_Security,True,2,797.0
43889,"Action, Indie, RPG",3079 -- Block Action RPG,259620,Phr00t's Software,76561198064434624,True,2,474.0
43890,"Action, Simulation",X Rebirth,2870,Egosoft,76561198001917486,False,0,737.0
43892,"Action, Simulation",X Rebirth,2870,Egosoft,76561197993683483,False,0,960.0
43893,"Action, Simulation",X Rebirth,2870,Egosoft,76561198048358239,False,1,18.0
43894,"Adventure, Indie",Contrast,224460,Compulsion Games,76561198093261278,True,2,35.0
43895,"Action, Casual, Free to Play",Dungeonland,218130,Critical Studio,76561198012909706,True,2,185.0
43896,"Action, Casual, Free to Play",Dungeonland,218130,Critical Studio,76561198055135811,True,2,83.0
43897,"Action, Casual, Free to Play",Dungeonland,218130,Critical Studio,76561198083091405,True,2,21.0
43898,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,76561198083091405,True,2,21.0
43899,"Action, RPG",Borderlands,8980,Gearbox Software,76561198083091405,True,2,21.0
43900,"Action, Casual, Free to Play",Dungeonland,218130,Critical Studio,76561198078807139,True,2,4.0
43904,Action,Injustice: Gods Among Us Ultimate Edition,242700,"NetherRealm Studios,High Voltage Software",2222455,True,1,330.0
43905,Action,Injustice: Gods Among Us Ultimate Edition,242700,"NetherRealm Studios,High Voltage Software",theidiotgamer2,True,2,2681.0
43907,Action,Injustice: Gods Among Us Ultimate Edition,242700,"NetherRealm Studios,High Voltage Software",IIWinterD3ath,True,2,90.0
43908,"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace,220700,KADOKAWA,IIWinterD3ath,True,2,90.0
43909,Action,Injustice: Gods Among Us Ultimate Edition,242700,"NetherRealm Studios,High Voltage Software",76561198058412282,True,2,480.0
43910,Action,Injustice: Gods Among Us Ultimate Edition,242700,"NetherRealm Studios,High Voltage Software",torvexinator,True,2,3.0
43911,"Action, Adventure",Dishonored,205100,Arkane Studios,torvexinator,True,2,3.0
43912,Action,Sniper Elite V2,63380,Rebellion,torvexinator,True,2,3.0
43913,Action,Injustice: Gods Among Us Ultimate Edition,242700,"NetherRealm Studios,High Voltage Software",76561198071822951,False,0,13.0
43915,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198097219763,True,1,262.0
43916,"Action, Free to Play",Team Fortress 2,440,Valve,76561198097219763,True,1,262.0
43917,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198088408984,True,0,407.0
43918,Strategy,Total War™: ROME II - Emperor Edition,214950,Creative Assembly,76561198088408984,True,1,407.0
43919,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,I_BBox_4_u,True,2,169.0
43921,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,IGotHeadFromYourMotherLastNight,False,2,244.0
43922,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,nerohellgate,True,1,3.0
43923,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198086431129,True,0,42.0
43924,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,Wolfrexicorn,True,2,421.0
43925,"Action, Adventure",Just Cause 2,8190,Avalanche Studios,Wolfrexicorn,True,2,421.0
43926,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198086846878,True,2,3073.0
43928,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,FinalBreakers,True,2,3.0
43929,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198092068521,False,1,2.0
43930,Action,Portal,400,Valve,76561198092068521,True,1,2.0
43931,Action,Half-Life 2,220,Valve,76561198092068521,True,2,2.0
43932,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,aceshot5,True,0,1471.0
43933,"Action, Free to Play",Gotham City Impostors Free to Play,206210,"Monolith Productions, Inc.",aceshot5,True,2,1471.0
43934,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,reiak,True,1,142.0
43936,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,12125,True,0,97.0
43937,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,12125,True,0,97.0
43938,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,Momijio,True,1,114.0
43939,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,shockwave760,True,0,67.0
43940,"Free to Play, Action, Strategy, Indie, Sports",Super MNC,104700,Uber Entertainment,shockwave760,True,2,67.0
43941,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,1337666133766613376661337,True,2,341.0
43949,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,suchcustom,True,2,3487.0
43950,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198074468075,True,1,5004.0
43951,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198089540481,True,1,126.0
43952,"Indie, Strategy",Sins of a Solar Empire®: Rebellion,204880,"Ironclad Games,Stardock Entertainment",76561198089540481,True,2,126.0
43953,Action,Killing Floor,1250,Tripwire Interactive,76561198089540481,True,0,126.0
43954,"Action, Free to Play",Team Fortress 2,440,Valve,76561198089540481,True,2,126.0
43956,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198075938729,True,2,283.0
43957,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,Jellytheunitato,True,2,3.0
43958,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,GetCansir,True,2,44.0
43959,"Action, Free to Play",Team Fortress 2,440,Valve,GetCansir,True,2,44.0
43962,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198080709252,True,1,192.0
43965,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198088801581,True,0,5635.0
43967,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,519348245,True,1,4893.0
43970,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198067171250,True,2,1351.0
43972,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,e45g4w4t,True,2,248.0
43974,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,meepboopityboop,False,2,22.0
43976,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198083998245,True,1,33.0
43977,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198105403251,True,2,65.0
43978,Action,Left 4 Dead 2,550,Valve,76561198105403251,True,1,65.0
43984,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198060545297,True,0,189.0
43985,"Action, Free to Play",Team Fortress 2,440,Valve,76561198060545297,True,2,189.0
43986,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198060860653,True,1,89.0
43987,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,notmeisreal,True,2,39.0
43991,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198069467772,True,0,96.0
43992,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198070620821,True,1,765.0
43993,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,junstan,True,2,1.0
43994,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198076033022,False,2,274.0
43995,"Action, Adventure",Far Cry 3,220240,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",76561198076033022,True,2,274.0
43996,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,76561198076033022,True,2,274.0
43997,"Action, Free to Play",Team Fortress 2,440,Valve,76561198076033022,True,2,274.0
43998,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,imasniperrughtbehindyou,True,1,69.0
44001,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198079646585,True,0,205.0
44010,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198084448948,True,2,189.0
44011,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,0132489,True,1,498.0
44012,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,KuroKenki,True,1,1.0
44014,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198086988105,True,2,2251.0
44015,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,76561198086988105,True,0,2251.0
44016,Action,Left 4 Dead 2,550,Valve,76561198086988105,True,2,2251.0
44017,Action,Killing Floor,1250,Tripwire Interactive,76561198086988105,True,2,2251.0
44018,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,EviltonBOT,True,1,21.0
44020,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198094960016,True,1,3.0
44021,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198095317606,True,2,245.0
44022,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198095857280,True,2,329.0
44023,"Action, Free to Play",Team Fortress 2,440,Valve,76561198095857280,True,1,329.0
44024,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,OpaopapaGamer,True,2,4523.0
44025,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,craigsuxatgames,True,0,5373.0
44026,"Action, Free to Play",Team Fortress 2,440,Valve,craigsuxatgames,True,2,5373.0
44028,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,RpblikaSrbja,True,1,53.0
44029,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,TheSadEmoKid,True,2,624.0
44030,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198099349637,True,0,111.0
44031,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,76561198099349637,True,1,111.0
44032,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198100193015,True,2,2564.0
44034,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198101250184,True,1,163.0
44036,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,goldenweaponguyz,True,2,948.0
44042,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,Sparkle15736Christian,True,2,91.0
44043,"Action, Free to Play",Team Fortress 2,440,Valve,Sparkle15736Christian,True,2,91.0
44044,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198120570508,True,1,80.0
44045,"Action, Free to Play",Team Fortress 2,440,Valve,76561198120570508,True,1,80.0
44046,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198121531142,True,2,633.0
44047,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,76561198121531142,True,2,633.0
44051,"Free to Play, Massively Multiplayer, RPG",Ragnarok Online,215100,Gravity Interactive,AzuriteBurst,True,2,495.0
44052,RPG,The Last Remnant™,23310,Square Enix,AzuriteBurst,True,0,495.0
44053,"Free to Play, Massively Multiplayer, RPG",Ragnarok Online,215100,Gravity Interactive,76561198048184625,True,2,1198.0
44054,"Action, Free to Play",Team Fortress 2,440,Valve,76561198048184625,True,0,1198.0
44055,"Action, Casual",Heli Heroes,259320,Reality Pump,theultimatedan,False,2,528.0
44057,"Free to Play, Simulation",Pinball Arcade,238260,FarSight Studios,76561198028483487,True,1,180.0
44059,"Free to Play, Simulation",Pinball Arcade,238260,FarSight Studios,76561198085494884,True,1,924.0
44060,Action,PAC-MAN™ and the Ghostly Adventures,239720,NAMCO BANDAI Games,jashenfa,True,0,518.0
44061,"Casual, Indie",Secret of the Magic Crystals,45100,Artery Games,jashenfa,True,2,518.0
44064,"Simulation, Strategy",Stronghold Crusader HD,40970,FireFly Studios,AwesomeReach,False,0,95.0
44065,"Action, Adventure",LEGO® Marvel™ Super Heroes,249130,Traveller's Tales,Wackky,True,1,1853.0
44066,Adventure,The Walking Dead,207610,Telltale Games,Wackky,True,1,1853.0
44067,"Action, Indie, RPG, Strategy",Dungeon Defenders,65800,Trendy Entertainment,Wackky,True,2,1853.0
44068,Action,Left 4 Dead 2,550,Valve,Wackky,True,2,1853.0
44069,Action,Half-Life 2,220,Valve,Wackky,True,2,1853.0
44073,"Action, Adventure",LEGO® Marvel™ Super Heroes,249130,Traveller's Tales,cianaatech,True,2,273.0
44074,"Action, Adventure",LEGO® Marvel™ Super Heroes,249130,Traveller's Tales,greenkoala,True,2,616.0
44080,"Action, Adventure",LEGO® Marvel™ Super Heroes,249130,Traveller's Tales,76561198097130336,True,1,301.0
44081,"Action, Adventure",LEGO® Marvel™ Super Heroes,249130,Traveller's Tales,natapongmunesai,True,1,103.0
44086,"Action, Adventure",LEGO® Marvel™ Super Heroes,249130,Traveller's Tales,fireballdude56,True,2,14.0
44087,"Action, Adventure",ENSLAVED™: Odyssey to the West™ Premium Edition,245280,Ninja Theory,76561198047666453,True,2,23.0
44088,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,CyberConnect2 Co. Ltd.,76561198090818363,True,1,470.0
44089,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,76561198090818363,True,2,470.0
44090,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,CyberConnect2 Co. Ltd.,76561198083899583,False,0,20.0
44093,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,CyberConnect2 Co. Ltd.,76561198053799686,True,2,178.0
44094,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,CyberConnect2 Co. Ltd.,AnOddBandit,True,1,63.0
44095,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,AnOddBandit,True,0,63.0
44096,"Action, Adventure",Prototype 2,115320,Radical Entertainment,AnOddBandit,True,0,63.0
44097,"Action, Adventure",Just Cause 2,8190,Avalanche Studios,AnOddBandit,True,1,63.0
44098,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,CyberConnect2 Co. Ltd.,yungwaste,True,2,11.0
44103,"Action, Adventure",Batman™: Arkham Origins,209000,"WB Games Montreal,Splash Damage",alec12734,True,2,694.0
44107,"Action, Adventure",Batman™: Arkham Origins,209000,"WB Games Montreal,Splash Damage",theslowduck,True,0,117.0
